latitude,longitude
22.220837800859602,-159.4721877
22.22486,-159.48546
22.22298,-159.48133
20.94158,-156.6917
20.94296,-156.69038
20.94349,-156.68888
22.05345,-159.32756
20.94788,-156.69117
21.2789295,-157.8306647
19.925665851933445,-155.793977
19.39264,-154.93219
19.92738,-155.79426
19.0934269,-155.77079
19.41198845490935,-154.9221209
20.06452,-155.42584
19.392287511380488,-154.9327305
19.48346,-155.07172
21.65082449335389,-157.9331118
21.65095,-157.92973
19.7971778,-155.1027096
21.5887,-157.89023
21.189389818141684,-157.2462235
20.0692,-155.46103
19.9265256,-155.7949457
21.18466,-157.24604
21.080715509864735,-157.0036999
21.0559442,-156.8392307
19.44309,-155.2791
19.92542,-155.79515
21.60655,-157.90686
21.64796,-157.9207
19.82085,-155.98912
19.56785,-154.96504
19.924658448260203,-155.7934905
19.939225,-155.784797
19.58834,-155.08514
19.87096,-155.11525
19.50357599398315,-154.8911937
19.55736,-154.88811
20.86884,-156.33736
19.518942780188453,-155.9178821
19.87012,-155.11341
21.65222,-157.92814
19.738887361320856,-155.9893026
19.594289083228908,-154.952014
20.674945831298828,-156.4430084
19.70678,-155.07175
19.9996692,-155.8140827
19.927513725677635,-155.7863728
19.72417,-155.08704
19.57416,-154.94573
19.71855,-155.98938
19.47458,-155.91927
21.638648848422978,-157.9188169
19.55225,-154.89142
19.48504,-154.92587
21.581663994730775,-157.8865519
19.72288,-155.98838
20.005102,-155.80849
19.8209,-155.99208
19.58827,-155.03979
20.885971138352176,-156.4480188
19.82255,-155.98889
20.673725,-156.443253
19.720649337729903,-155.9890711
19.43311,-155.22998
19.06118,-155.61361
21.60161,-157.90639
20.006056,-155.8111
19.06805,-155.6091
19.9248,-155.79334
21.55612,-157.8552
19.72343564814919,-156.0189452
19.81409,-155.98434
20.881063,-156.686
19.44355,-155.27787
19.4342,-155.2275
19.67121,-155.97997
19.72357,-155.98832
20.89252,-156.68484
20.86292,-156.67041
19.458333,-155.105507
19.469412632113787,-155.912078
19.82298,-155.98525
20.92532,-156.32768
19.49257,-154.94424
20.00483,-155.81491
19.48196,-154.94441
20.07146,-155.85132
19.733,-155.02606
19.59534,-154.93442
20.90716552734375,-156.411438
19.73478,-155.04036
20.00606,-155.8111
19.7220031,-155.9844406
19.927677500824185,-155.7881715
20.88253,-156.45141
21.64986,-157.9262
19.9328877,-155.792429
20.87872,-156.68137
19.78856,-155.09545
19.56118,-154.96771
19.71404,-155.07412
20.70522,-156.35053
19.9954852,-155.8252709
21.88269,-159.47371
19.46485,-155.11676
19.99749,-155.82654
21.58265,-158.13896
20.86723,-156.6751
19.44284,-154.92141
20.65894,-156.4414
22.21768549190355,-159.3908346
19.42775,-155.25874
19.92772111933119,-155.7957618
19.73821,-155.97951
19.93275,-155.87267
19.9258,-155.8594
19.96619,-155.85056
19.71807,-155.07539
19.915903,-155.877751
21.882784150221838,-159.4769694
21.88275,-159.46869
19.99464,-155.82446
21.88314,-159.46799
19.64136,-156.00485
19.49162664713391,-155.0893693
19.94827,-155.85742
19.92683,-155.79593
20.85725,-156.66583
20.891370722220998,-156.4690363
19.70998202412898,-155.07656
19.5668664,-155.9621708
19.44206,-154.92289
19.72929,-155.09052
20.79733,-156.50614
19.6360375,-155.970846
20.6781,-156.44202
19.60949284636119,-155.9616378
19.51134479784137,-155.1113465
21.8817621,-159.4744039
22.21868074880615,-159.4666134
19.713974483947414,-155.0726158
21.88698,-159.47536
20.79713,-156.5054
22.20477,-159.39145
19.58347,-154.93606
22.216796541912302,-159.4670429
20.6747925,-156.4411765
20.68179,-156.43948
19.93578,-155.86162
20.79612,-156.50464
21.56826,-158.11063
22.20662,-159.38671
19.91552,-155.8787
22.19211,-159.3324
21.57700182168137,-158.1118376
20.68119,-156.43927
19.6292604,-155.9721165
19.6754572,-155.9801663
19.99657,-155.8252
19.994409,-155.824065
19.480965154149235,-155.8983133
19.69419,-155.06843
20.795537,-156.506387
21.88281,-159.46794
19.47554,-155.91854
19.7388,-155.9808
21.5779829,-158.1589471
20.79394,-156.51059
20.6684,-156.44111
21.48179887960621,-158.1943708
19.59607,-155.97215
21.00265,-156.6644
19.95232,-155.85141
21.87945,-159.47054
20.78336,-156.46236
19.94765281677246,-155.8569794
19.60884,-155.97757
20.78541,-156.46625
19.64097,-155.98738
21.4784,-158.19143
20.79486846923828,-156.5071869
19.943942717353877,-155.8533152
20.79764,-156.5035
19.95097459759713,-155.8515748
19.94314,-155.85553
21.001318,-156.65921
20.9924553,-156.668279
21.41618,-157.81659
19.5946,-155.97126
19.56051,-155.96316
19.60792,-155.97626
19.92829,-155.88531
19.58812,-155.9703
21.4376695,-158.0168473
20.786118,-156.46829
20.78581,-156.46821
19.62985,-155.98749
20.686872,-156.4421
20.786078024078673,-156.4683082
22.22806,-159.48182
19.61692,-155.9752
19.6418415,-155.9935005
21.40278538687714,-157.9926701
20.785278,-156.467346
20.7833,-156.46294
21.96087301906411,-159.3421017
21.886021139363987,-159.4630517
19.60643,-155.97612
19.64092,-155.99731
20.78461,-156.46695
21.96098,-159.34915
21.8876,-159.461
21.96209716796875,-159.3499146
20.78447,-156.46611
19.63927,-155.99701
19.92163,-155.88472
19.63054,-155.98902
19.56047878818458,-155.9626018
19.62811,-155.98651
19.63215,-155.98754
20.68939,-156.44337
21.68,-158.03753
21.96166,-159.34908
22.00908,-159.33688
21.266793030973204,-157.7800297
19.58309,-155.96649
20.91473,-156.68734
22.0106388,-159.3406231
19.63982,-156.00371
20.695402145385742,-156.4425354
19.5557,-155.96324
22.05379280908445,-159.3727763
19.61581559312149,-155.9840297
19.63142,-155.98749
19.566156,-155.966522
19.56068730644489,-155.9623837
19.6165,-155.9843
19.56891,-155.96481
20.76334,-156.45806
22.035721,-159.336945
21.28784,-157.82923
19.56953,-155.9649
20.71514,-156.44284
20.92138,-156.69403
20.70756,-156.44291
21.875527273378175,-159.4584829
20.69045,-156.4363
20.695906,-156.4418
22.01157,-159.34034
22.008836648276123,-159.3409878
21.294452601311413,-157.8413086
21.28624,-157.84044
19.63138,-155.9893
20.7113,-156.44528
20.92104316048138,-156.6937528
20.96796,-156.67807
20.755777,-156.457008
22.21792,-159.49439
20.756004,-156.457794
21.27965,-157.80928
19.56927,-155.965
20.93812,-156.69048
20.9216,-156.69425
22.03659,-159.33665
20.71852,-156.4442
21.26179,-157.8197
22.036301032405873,-159.338156
20.71969,-156.44421
19.62096,-155.98489
19.62624,-155.98578
21.33242,-158.12018
20.95795,-156.68343
20.921995373132507,-156.6937443
21.87226,-159.44389
20.72372,-156.44703
19.569625371897274,-155.9651371
20.69048,-156.43634
20.6892,-156.442
20.72663,-156.449806
20.69103299089974,-156.4352809
19.57407,-155.96481
22.04873,-159.33649
20.755797,-156.457311
20.91855,-156.69524
22.06148,-159.32118
20.71828,-156.44612
19.62049,-155.98511
19.62052,-155.98598
19.62015,-155.98642
20.91747,-156.6962
21.28674,-157.84032
21.332693328339168,-158.1223938
21.8742,-159.44374
20.7249,-156.44594
20.9376137,-156.6913991
19.62145,-155.98501
21.28358,-157.83805
21.39907,-157.74677
22.22038,-159.47078
21.281118,-157.825882
21.40445,-157.74163
20.91572978055254,-156.6955551
22.22613,-159.48029
21.27472496032715,-157.8209381
20.94711,-156.69069
21.877087317194565,-159.4584443
19.56997,-155.96322
19.622107934723186,-155.9860582
22.22234,-159.49126
20.9486,-156.69087
21.28931,-157.83996
20.94592,-156.69101
22.22238,-159.47975
21.332952,-158.120152
21.28618603261643,-157.8337809
20.76518,-156.45852
20.96823,-156.67804
22.05196,-159.33416
21.33171733648792,-158.1218035
20.70965,-156.44442
21.28392,-157.83077
22.22018,-159.48863
21.27791,-157.83361
21.278336,-157.83316
20.97191,-156.68006
22.05346,-159.32733
20.9709,-156.67805
22.22203,-159.46742
22.22408844264636,-159.4810248
20.947651298451902,-156.6899275
20.95071,-156.68837
22.0545861,-159.3268541
20.9712457,-156.6793364
21.27397439073378,-157.821952
20.97721,-156.67815
20.96169,-156.68252
20.97571,-156.67831
20.86911,-156.67632
22.01019,-159.34179
20.8692,-156.67642
21.27383,-157.70343
21.33284,-158.12181
21.28023,-157.82731
21.28253,-157.82929
21.64841,-158.04853
22.21864,-159.4844
21.2765,-157.82387
21.3319,-158.12233
20.93786,-156.69063
21.40594,-157.75318
20.92409,-156.69487
21.28365,-157.8306
20.9372,-156.69144
21.30802,-157.8575
20.94783,-156.69129
20.9587,-156.6845
20.71708,-156.44389
20.0112,-155.81994
21.58339,-158.13641
19.62636,-155.98662
20.71161,-156.44348
20.71794,-156.44588
21.87464,-159.44645
19.60533,-155.95982
20.97245,-156.67966
20.8492,-156.64121
21.28023,-157.82732
21.34822,-157.86116
20.941797256469727,-156.6907349
20.98456,-156.67147
21.34308,-158.08397
21.34374,-158.12556
21.27662,-157.81892
20.94766,-156.691
22.22424,-159.4778
20.717376708984375,-156.4448242
21.27507,-157.82447
20.71021,-156.44495
21.27911,-157.8274
22.22506,-159.48139
20.98456,-156.67146
20.96938,-156.67906
21.6201,-157.91607
21.45707,-158.20171
21.27506,-157.81995
20.72244,-156.44529
19.57104,-155.96321
20.75515,-156.45951
21.40851,-157.7424
20.93806,-156.69037
22.21983,-159.47354
21.27764,-157.82423
21.26448,-157.82146
19.42892,-155.25738
19.61818,-155.98463
21.28415,-157.83707
19.92635,-155.79495
21.70335,-157.99602
21.66238,-157.93391
21.32817,-158.12172
20.92213,-156.37134
22.22759,-159.47952
22.05556,-159.32591
19.4408,-155.23963
20.91523,-156.69457
22.222933609445377,-159.4812015
20.7595,-156.4586
20.68573,-156.44297
21.32962,-158.12232
19.93597,-155.86109
19.93791,-155.86043
21.2748,-157.81018
19.92663,-155.87867
21.2735,-157.82253
21.28799,-157.83624
19.85482,-155.66448
19.93771,-155.86039
21.28616,-157.8338
19.52279,-155.08432
22.22403,-159.49018
20.01853,-155.67679
21.28668,-157.83936
20.971980554007196,-156.6782798
19.55728,-155.96397
21.8831,-159.477
21.96125,-159.35042
21.28526,-157.83777
19.92554,-155.79428
19.92552,-155.79582
21.27664,-157.81979
19.92544,-155.87707
22.2165,-159.47751
21.28508,-157.83948
19.43097,-155.23096
19.71098,-155.07133
21.28472,-157.83101
21.28081,-157.82413
21.44068,-157.83755
20.71924,-156.44652
20.71888,-156.44643
20.71913,-156.44633
19.5688,-155.96326
20.915626525878906,-156.6954193
20.99514,-156.66462
20.65891,-156.44042
19.55686,-155.96415
21.3314,-158.1217
19.61823,-155.98467
19.40649,-154.92293
21.28059,-157.82637
20.91646,-156.69457
21.28058,-157.82483
22.22105,-159.54498
22.21882,-159.47258
20.96927,-156.68027
20.913190841674805,-156.6925049
21.96281,-159.34887
19.56967,-155.96489
22.053640541744503,-159.3288163
20.719133,-156.447599
21.29255,-157.83822
21.33258,-158.12168
20.94972,-156.68957
19.49918,-155.90563
22.22014,-159.49441
21.28045,-157.82669
19.71872,-156.00077
19.92489,-155.86788
21.33162,-158.12116
20.70993,-156.44342
21.28403,-157.83742
20.78323,-156.46454
21.27601,-157.82263
21.96294,-159.34653
22.21808,-159.48652
21.27715,-157.82404
21.28584,-157.81536
20.95044,-156.6895
21.28503,-157.83731
20.94578,-156.69039
22.216846,-159.47601
21.2718577,-157.8217246
21.27195,-157.82169
20.94546890258789,-156.6902771
21.28671,-157.84027
21.29152,-157.84202
20.94286,-156.69171
22.21804422448124,-159.4724088
21.28064,-157.82615
20.9367,-156.69034
19.62075,-155.94433
20.94785,-156.68984
22.22029894812851,-159.4955282
22.22551,-159.49031
19.61407,-155.97688
21.28792,-157.8336
19.61599,-155.9681
21.285574,-157.839554
21.27943,-157.82634
21.279,-157.82838
20.92404,-156.69393
22.05349,-159.32765
20.943957,-156.691059
20.708915,-156.443297
19.92352,-155.88507
20.94578,-156.69024
21.30805,-157.85897
21.28086,-157.82707
20.91657,-156.69596
22.22084,-159.47865
20.93929,-156.69176
20.9424,-156.69001
20.94196,-156.69187
19.45734,-155.11358
20.73657,-156.4552
22.22361,-159.48528
21.3469,-158.08359
22.22288,-159.48442
21.29994,-157.8445
22.22447,-159.48569
21.33271,-158.12159
22.222208574105398,-159.477266
20.96998,-156.67888
20.94487,-156.68989
20.96932,-156.68012
20.92027,-156.3211
21.38357,-157.91992
20.87913,-156.6813
20.95030598731158,-156.6896384
21.2723939,-157.8215908
20.93931,-156.69065
21.33287,-158.12107
20.94804,-156.69155
21.46478,-158.01226
20.92201,-156.69353
19.59336,-154.97165
20.72592,-156.44539
21.4054,-157.75002
21.27776,-157.82745
21.88461,-159.45781
22.21718,-159.48635
20.858592,-156.667654
20.96319,-156.68329
21.31483,-157.85901
21.26336,-157.82126
22.22705,-159.47521
20.97307,-156.67912
20.93885,-156.69064
22.2246,-159.48048
21.28333331,-157.8382742
22.22423,-159.4915
21.2901551,-157.8395601
20.91623,-156.69621
22.22226,-159.47827
21.27402,-157.82176
21.39894,-157.73108
19.73592,-155.0424
19.57802,-155.96612
21.28254,-157.82919
19.45651,-155.11163
19.92615,-155.7941
21.292560981582902,-157.8466223
20.857874,-156.665636
20.94863,-156.69042
20.93878,-156.6915
20.93836,-156.69039
21.28571,-157.83074
20.9377,-156.69212
21.30168,-157.84382
21.29232,-157.80137
21.2899,-157.84717
21.27675,-157.82292
20.99539,-156.66451
20.94281,-156.69152
21.28704,-157.83419
20.91684,-156.69553
20.97123,-156.67702
21.28451,-157.83008
21.28401,-157.83728
20.97731,-156.67632
22.21661,-159.48656
20.855944,-156.664353
20.94125,-156.6902
19.69622,-155.9739
20.91877,-156.31989
20.94039,-156.69161
21.28487,-157.83563
22.22317,-159.48433
21.28194,-157.8274
21.28835,-157.70223
21.28377,-157.83797
20.66077,-156.44143
19.67634,-155.97029
20.93813,-156.69069
21.41189,-157.77446
21.36028,-158.04822
19.42972,-155.25779
22.22422,-159.48597
21.28441,-157.83552
20.86526,-156.51836
19.63168,-155.98854
21.28229,-157.82866
21.274725,-157.820938
19.69559,-155.97592
20.94232,-156.69049
19.42751,-155.25948
21.33022,-157.85316
21.28401,-157.83793
21.32834,-158.12232
19.56835,-154.95409
21.280857,-157.827072
21.28611,-157.84015
19.56638,-155.9673
21.28327,-157.82729
20.948549,-156.69046
20.94092,-156.69095
22.22364,-159.46706
20.94138,-156.68976
20.91627,-156.69471
20.93752,-156.69195
20.97191,-156.67874
21.88351,-159.46165
22.07496,-159.31812
22.21656,-159.48609
19.92741,-155.79377
21.88317,-159.47525
20.96982,-156.67891
21.31173,-157.85753
19.58133,-154.95569
19.62634,-155.98711
19.72048,-155.99924
20.93842,-156.69089
20.7239,-156.4476
22.21722,-159.49157
22.07168,-159.3191
20.70843,-156.44259
19.49246,-155.91339
19.92594,-155.86692
21.28506,-157.83777
20.94336,-156.68972
21.27778,-157.82951
20.72372,-156.4479
21.958515,-159.355362
22.22765,-159.48068
19.92585,-155.79586
20.70737,-156.44328
20.72258,-156.44817
19.619699,-155.985428
21.29506,-157.84097
20.91585,-156.69495
20.72239,-156.44624
20.72207,-156.44809
20.725388,-156.446732
22.22634,-159.48101
21.64014,-157.91962
22.21928,-159.48538
20.91267,-156.69268
21.87124,-159.44816
21.28656,-157.83191
19.92477129985071,-155.8658236
20.9381,-156.69043
21.332052,-158.121063
21.28345,-157.82987
21.87191,-159.44393
22.01175,-159.34146
21.875064,-159.45597
20.93697,-156.69217
19.566959,-155.96727
19.56241,-155.96271
20.9718,-156.67814
21.3313,-158.12172
22.21857,-159.48375
20.72423,-156.44787
20.937553577516635,-156.6914635
20.943768,-156.690945
20.93761,-156.69095
19.554877778572283,-155.1051986
19.92762,-155.79399
21.2925951,-157.8296168
21.28526,-157.82953
22.22022,-159.49187
20.917840156202256,-156.6958767
21.3981261,-158.0127993
21.875842443064307,-159.4584218
19.7257979,-155.9832791
21.28767,-157.83793
20.91597,-156.69599
19.62053,-155.9856
19.92606,-155.86615
20.96813,-156.67834
22.2180842,-159.4844362
20.891762678184982,-156.4689809
21.2809962,-157.826086
20.94469,-156.68986
20.889569219246038,-156.4730713
20.915187418215154,-156.6958793
22.221688246317306,-159.4784689
20.75825,-156.45915
20.916466570124328,-156.69565
20.71985,-156.44645
21.280945244300128,-157.8261368
21.27915,-157.82682
19.61141,-155.96297
21.2845098,-157.8300825
21.96116506,-159.3502081
20.9388061,-156.690669
21.280751312434997,-157.8244545
20.876174292363263,-156.6768809
22.2197897,-159.4715176
20.947576630302883,-156.6906867
21.33287,-158.12209
21.3320522,-158.1210635
19.620422754019167,-155.9858938
22.21926,-159.48348
20.938670564735418,-156.690377
19.52697635161308,-155.0677965
21.33154,-158.12215
20.9423201,-156.6904919
21.2838317,-157.8366442
19.62004,-155.98432
20.93785456546693,-156.6912291
20.93775398570059,-156.6919999
20.93845703873039,-156.6902785
20.942019496790746,-156.6906636
20.94304,-156.69138
22.15802,-159.30894
19.71983,-155.99896
21.28390584,-157.8368033
20.937575,-156.691376
21.478497,-158.223419
19.92413,-155.8769
20.91659635218272,-156.6950637
21.28412743,-157.8373619
19.92815172,-155.8865211
20.859359,-156.667873
21.960865767584185,-159.3498943
21.33306681,-158.1202712
22.22225,-159.48142
21.27469,-157.81918
21.961196990567462,-159.3500043
20.70982,-156.44389
21.4384,-157.83781
20.94145,-156.69161
20.93816,-156.69242
22.22027011316735,-159.4928357
21.28408,-157.83106
20.9692356,-156.6789085
22.22012,-159.47795
19.5648,-155.95853
22.219019296540456,-159.4841769
20.891784486032535,-156.4695402
22.21758,-159.48535
19.73582,-155.04118
20.72212,-156.44773
19.697480548667112,-155.9689406
21.27152,-157.82205
19.626269633252623,-155.9879702
20.917510006745246,-156.695796
19.92579678147019,-155.7942548
21.970231272624588,-159.3652631
21.97217290535349,-159.3662653
20.88976,-156.47334
19.625903630161005,-155.9857294
22.21734944832819,-159.485081
22.053208947818852,-159.3299063
21.534330535543408,-158.0876326
20.91588330208946,-156.6941523
20.86681297694239,-156.674346
20.723921723472483,-156.4468322
19.56924083007426,-155.9627737
22.21689404698888,-159.4834182
21.9620979,-159.3499131
19.719192874963678,-156.0065054
20.97071,-156.67823
21.27568,-157.82042
19.626,-155.98626
21.2825134,-157.8292034
22.00956,-159.34005
22.21856,-159.48362
22.21868,-159.48549
22.2183,-159.48539
22.05314,-159.32661
21.88271217937763,-159.4749505
20.7121648,-156.4442855
20.7230909,-156.4468664
22.21728,-159.48395
19.55543,-155.96135
22.0537,-159.32872
22.01139,-159.34116
19.59814,-155.9729
21.28654927206896,-157.8325309
19.54457897528321,-155.9291268
20.94155565087011,-156.6916351
20.971888005257455,-156.678561
21.872177156175386,-159.450474
20.939402,-156.69132
20.71118,-156.44325
21.274644718532713,-157.8213816
21.274320602416992,-157.8202362
20.9708,-156.67831
20.971428712869127,-156.6790675
21.29171,-157.8345
22.222004114987524,-159.4817266
20.94377,-156.69172
20.9427468,-156.6901724
20.97302,-156.67854
20.94445,-156.69017
22.2198,-159.47074
20.71174,-156.44267
20.973,-156.6785
22.224315940449724,-159.4807714
20.71165,-156.44331
20.711617,-156.443298
20.71167,-156.44373
19.62619,-155.9877
19.626396196119995,-155.9870755
21.271984,-157.821671
21.411913570793306,-157.7453972
21.28546,-157.83114
21.28501,-157.83916
21.33389922814799,-158.1225118
21.33432,-158.12215
20.756004,-156.4577944
19.55537,-155.96311
20.93861552680997,-156.6904864
21.28569,-157.83929
22.21968,-159.47019
20.708879,-156.443069
22.2269,-159.47542
20.689440857133153,-156.439429
21.28724,-157.83459
20.97168,-156.67851
22.219377,-159.4710008
20.9713902,-156.6792807
20.944642,-156.690166
20.75834296060207,-156.4575839
22.00906476619856,-159.3402324
20.944733840199948,-156.6892775
22.010365018986374,-159.340723
21.29063,-157.83456
22.05569,-159.32661
22.219746147616778,-159.468296
21.2742,-157.82174
21.2855092,-157.8395051
21.27352,-157.822
21.28515,-157.83566
21.27682,-157.8224
21.28359,-157.8307
22.22128,-159.47392
22.21838650288137,-159.4705343
20.70946,-156.4444
21.28803,-157.83184
20.94588,-156.69074
22.222285473442213,-159.4756077
21.285237297467333,-157.8388333
21.27694968403537,-157.8256141
21.28615,-157.83629
21.28767,-157.83377
20.94902,-156.69098
22.05357,-159.32716
22.05367,-159.3284
22.05382,-159.32666
22.05379,-159.3281
22.2228786,-159.4681424
20.94852,-156.69048
21.2845,-157.83022
20.95143,-156.68777
21.28651008011435,-157.8369023
20.9494519,-156.6894625
21.27854,-157.82771
20.95157,-156.6895
22.22682,-159.47301
21.28157,-157.82842
21.28252,-157.83339
20.97118,-156.67988
22.22389,-159.47261
20.971202571629465,-156.6802755
22.2231705,-159.4805455
22.22056,-159.47736
22.220851,-159.491112
21.2851,-157.83647
20.9706,-156.67862
22.22702,-159.47722
21.29138,-157.83608
21.27702,-157.82087
20.943944,-156.691166
20.9721308,-156.6795598
21.29235,-157.83637
20.712184,-156.443843
20.97142,-156.68058
21.27304,-157.821
20.71197,-156.44434
20.712217,-156.443253
20.71001,-156.44435
20.97262,-156.68011
20.97111389462172,-156.6802599
21.280858,-157.8270786
20.71228,-156.44327
20.70923,-156.44446
20.943954,-156.690874
20.94532,-156.69055
22.219425359249804,-159.4701012
20.97221,-156.68001
20.9451223,-156.6886151
21.28004,-157.82603
20.94984,-156.68761
20.943831,-156.691666
22.218541525036006,-159.4720829
20.97203,-156.67863
20.97107,-156.68036
20.71103,-156.44368
22.22269,-159.47698
20.94976,-156.68828
20.945418,-156.689965
20.97033836,-156.6796079
20.70917,-156.44345
20.94125,-156.69116
21.27278,-157.82262
21.27739,-157.82602
20.71222,-156.4431
21.28795933516516,-157.8315255
21.27717,-157.8255
20.71224,-156.4434
21.281192987748856,-157.8319904
20.70995,-156.44421
20.97197,-156.6801
21.2828,-157.83325
20.97032,-156.67948
20.711826,-156.444305
20.71003,-156.44425
22.217823612368704,-159.4702968
21.275461675394453,-157.8219939
20.7117,-156.44378
20.70927,-156.44237
20.70928,-156.44452
20.71177,-156.44371
21.27567,-157.82413
21.27723,-157.82619
21.87094,-159.44724
22.223846435546875,-159.4819641
20.70988,-156.44224
20.970549647545074,-156.6782925
21.28166,-157.82642
20.9698279,-156.6793737
21.285730361938477,-157.8347931
